,Participant,Weight,State,Begin,End,Duration,User Agent,psid,pid,psid.1,pid.1,Q1,Q2,Q3,Q4.1,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q6,Q7,Q8,Q9,Q10.1.1,Q10.1.2,Q10.1.3,Q10.1.4,Q10.1.5,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q11.13,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,Q12.10,Q12.11,Q12.12,Q12.13,Q13.1,Q13.2,Q13.3,Q13.4,Q13.5,Q13.6,Q13.7,Q13.8,Q13.9,Q13.10,Q13.11,Q13.12,Q14,Q16,Q17,Q18,Q19,Q20,Q21.1.1,Q21.1.2,Q21.1.3,Q21.1.4,Q21.1.5,Q21.1.6,Q21.1.7,Q21.2.1,Q21.2.2,Q21.2.3,Q21.2.4,Q21.2.5,Q21.2.6,Q21.2.7,Q21.3.1,Q21.3.2,Q21.3.3,Q21.3.4,Q21.3.5,Q21.3.6,Q21.3.7,Q21.4.1,Q21.4.2,Q21.4.3,Q21.4.4,Q21.4.5,Q21.4.6,Q21.4.7,Q21.5.1,Q21.5.2,Q21.5.3,Q21.5.4,Q21.5.5,Q21.5.6,Q21.5.7,Q22.1.1,Q22.1.2,Q22.1.3,Q22.1.4,Q22.1.5,Q22.1.6,Q22.1.7,Q22.1.8,Q22.1.9,Q22.1.10,Q22.1.11,Q22.1.12,Q22.1.13,Q22.1.14,Q22.2.1,Q22.2.2,Q22.2.3,Q22.2.4,Q22.2.5,Q22.2.6,Q22.2.7,Q22.2.8,Q22.2.9,Q22.2.10,Q22.2.11,Q22.2.12,Q22.2.13,Q22.2.14,Q22.3.1,Q22.3.2,Q22.3.3,Q22.3.4,Q22.3.5,Q22.3.6,Q22.3.7,Q22.3.8,Q22.3.9,Q22.3.10,Q22.3.11,Q22.3.12,Q22.3.13,Q22.3.14,Q22.4.1,Q22.4.2,Q22.4.3,Q22.4.4,Q22.4.5,Q22.4.6,Q22.4.7,Q22.4.8,Q22.4.9,Q22.4.10,Q22.4.11,Q22.4.12,Q22.4.13,Q22.4.14,Q22.5.1,Q22.5.2,Q22.5.3,Q22.5.4,Q22.5.5,Q22.5.6,Q22.5.7,Q22.5.8,Q22.5.9,Q22.5.10,Q22.5.11,Q22.5.12,Q22.5.13,Q22.5.14,Q23.1,Q23.2,Q23.3,Q23.4,Q23.5,Q23.6,Q23.7,Q23.8,Q24,Q25.1,Q25.2,Q25.3,Q25.4,Q25.5,Q25.6,Q25.7,Q25.8,Q26.1,Q26.2,Q26.3,Q26.4,Q26.5,Q26.6,Q26.7,Q26.8,Q27.1,Q27.2,Q27.3,Q27.4,Q27.5,Q27.6,Q28.1,Q28.2,Q28.3,Q28.4,Q28.5,Q29.1,Q29.2,Q29.3,Q31,Q32,Q33,Q34,CV1.1,CV1.2,CV1.3,CV2.1,CV2.2,CV2.3,CV2.4,CV3.1,CV6.1,CV6.2,M1,M7,M9
465,1984,1,FINISHED,24.08.2022 - 00:40,24.08.2022 - 00:54,789,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",LF3hYlBK8AVyKJ3CId0wYA**,234385483.0,,,53,1,5,5,4,3,1,5,4,6,1,6,2,nike,addidas,skechers,new balance,,1,1,1,1,1,1,1,1,0,1,1,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,0.0,0.0,7.0,nike has the logo just do it. ,I like this brand because it is comfortable and is one of my favorite sneakers to wear.,I have seen adidas before but do not like their styles.,It is a brand that I have seen but does not appeal to me. ,reebok is a sneaker i have seen before but is not one of my favorite brands. ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1,1,4,5,1,1,1,4,95.0,,,15.0,55.0,,,,30.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,100.0,,,,1,5,6,3,0,1,0,0,0,0,1,,1,1,1.0,2,1
469,1998,1,FINISHED,24.08.2022 - 15:18,24.08.2022 - 15:28,630,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko)",LF3hYlBK8AURXaDgo4ABqg**,81662335.0,,,68,1,11,5,3,3,3,4,3,5,2,1,2,Reebok,Nike,Schechers,,,1,1,1,1,1,1,1,1,0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,,0.0,1.0,They are stylish and great wear with anything. Comfortable and easy to put on and off,They are for work the bottom has a nice grip and will not slip in rain they are black ,They are white and have a nice foam cushion.,It’s for basketball low top and has a large rubber soil,They are the princess line and are narrow and comfortable,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,1,5,5,1,1,5,120.0,,30.0,,30.0,30.0,,,10.0,,30.0,,30.0,30.0,,,10.0,0.0,0.0,1.0,0.0,0.0,0.0,,,100.0,,,,,,3,1,4,1,0,0,1,0,0,1,0,,1,1,1.0,2,1
472,2005,1,FINISHED,24.08.2022 - 15:29,24.08.2022 - 15:47,1035,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",LF3hYlBK8AWegQFQewD-5w**,246854550.0,,,43,2,26,5,4,4,5,5,5,3,3,3,2,Nike,Adidas,Puma,,,1,1,0,1,1,1,1,0,0,0,0,1,0,1.0,1.0,,0.0,0.0,1.0,0.0,,,,,0.0,0,1.0,1.0,,0.0,0.0,0.0,0.0,,,,,0.0,2.0,it's a comfortable shoe,,It's a sport brand,it's a luxury brand,it's a sport brand,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,5,5,4,5,4,5,100.0,10.0,20.0,20.0,5.0,10.0,15.0,5.0,15.0,5.0,15.0,20.0,10.0,5.0,15.0,5.0,25.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,20.0,15.0,35.0,15.0,1.0,1.0,0.0,1,1,7,7,0,1,0,0,1,0,0,,1,1,1.0,2,1
473,2006,1,FINISHED,24.08.2022 - 15:41,24.08.2022 - 15:49,482,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.63",LF3hYlBK8AUeXsIEPI5zJw**,147129290.0,,,57,2,4,5,3,4,4,5,4,6,2,3,2,Nike,Sketchers,Adidas,New Balance,,1,1,1,1,1,1,1,1,0,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,,0.0,7.0,"Worn in the past,but dont fit my foot as well anymore",My second favorite pair of shoes,"Never worn, but a good brand",Worn in the past,Good shoes and have worn in the past,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5,4,1,1,4,2,30.0,,,85.0,5.0,,,10.0,,,,85.0,5.0,,,10.0,,0.0,0.0,1.0,1.0,0.0,0.0,,,72.0,28.0,,,,,2,1,6,7,0,0,1,0,0,1,0,,1,1,1.0,2,1
475,2010,1,FINISHED,24.08.2022 - 15:50,24.08.2022 - 16:03,802,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:103.0) Gecko/20100101 Firefox/103.0,LF3hYlBK8AXiDtJyMvJFvw**,250954309.0,,,42,2,33,4,5,4,5,4,5,3,3,3,1,Nike,Adidas,New Balance,,,1,1,1,1,1,0,1,1,0,0,1,1,0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,,0.0,1.0,0,1.0,1.0,1.0,1.0,1.0,,1.0,0.0,,,0.0,1.0,1.0,Its of the most important for me.,Its also so different and valuable for all time.,This is really so good and unique for all time.,,This is so good and unique for all time.,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,4,4,5,5,3,1,3,5,56.0,4.0,20.0,16.0,24.0,6.0,,10.0,20.0,5.0,14.0,13.0,34.0,6.0,,8.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,1,1,7,5,0,1,0,1,0,0,0,,1,1,1.0,2,1
480,2017,1,FINISHED,24.08.2022 - 16:25,24.08.2022 - 16:34,508,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.63",LF3hYlBK8AUXmOnhOgVMwA**,242997569.0,,,21,2,10,5,3,4,3,5,4,6,4,3,2,jordan,nike,,,,1,0,0,1,0,1,0,0,0,0,0,1,0,1.0,,,1.0,,0.0,,,,,,1.0,0,1.0,,,0.0,,0.0,,,,,,1.0,1.0,check mark,,,star,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,5,5,2,5,3,5,30.0,14.0,31.0,12.0,13.0,,8.0,12.0,10.0,8.0,38.0,8.0,12.0,,18.0,10.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0,,,43.0,32.0,0.0,1.0,0.0,2,2,2,1,1,0,0,0,0,1,0,,1,1,1.0,2,1
483,2024,1,FINISHED,24.08.2022 - 16:32,24.08.2022 - 16:39,411,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36",LF3hYlBK8AW2LAxPmsCKlA**,250949704.0,,,33,2,6,5,5,4,5,5,5,6,4,4,1,nike,,,,,1,1,1,1,1,1,1,1,0,0,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,best quality and comfortable stylish,fancy and outstanding ,good design and material ,old but gold :D,stylish,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,4,4,5,4,5,180.0,21.0,55.0,11.0,4.0,2.0,2.0,1.0,4.0,11.0,35.0,13.0,1.0,0.0,31.0,0.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0,4.0,39.0,23.0,9.0,1.0,1.0,0.0,1,1,6,4,1,0,0,0,0,0,1,,1,1,1.0,2,1
484,2025,1,FINISHED,24.08.2022 - 16:32,24.08.2022 - 16:46,834,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.82 Safari/537.36",LF3hYlBK8AVCi0NXmOWjiw**,233367622.0,,,28,2,1,4,3,5,2,5,4,3,1,4,2,vans,nike,emerica,converse,,1,1,1,0,1,1,0,1,0,0,0,1,0,1.0,0.0,0.0,,0.0,1.0,,1.0,,,,0.0,0,1.0,0.0,1.0,,0.0,0.0,,1.0,,,,0.0,8.0,"Nike is the world's biggest brand of sports shoes, clothes and equipment",We stand for something bigger than sneakers. We champion those who are fearlessly driven by their passions. We elevate sport,very populer with stripes and commonly used for like working out/gym/jogging,"Converse is the brand of thinkers, creators, inventors, disrupters, and revolutionaries",One of the top tier brand of footware of all time,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5,5,5,5,1,5,5,5,300.0,15.0,8.0,26.0,11.0,,26.0,7.0,7.0,8.0,12.0,26.0,11.0,,29.0,12.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,100.0,,,,1,1,1,2,1,0,0,0,0,1,0,,1,1,1.0,2,1
485,2028,1,FINISHED,24.08.2022 - 16:36,24.08.2022 - 16:44,486,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36",LF3hYlBK8AXFQk_orZ4iCA**,210492662.0,,,38,2,10,5,4,5,3,2,5,3,4,3,2,Nike,Reebok,Adidas,Sketchers,Timberland,1,1,0,1,1,0,1,1,0,0,0,1,0,1.0,1.0,,0.0,1.0,,1.0,1.0,,,,1.0,0,1.0,1.0,,0.0,1.0,,0.0,0.0,,,,0.0,1.0,Nike is an edgy brand of shoes. They are most popular. They are my favorite brand. I'm wearing Nike now.,,Adidas are a lesser brand compared to the other two. I haven't worn a pair in years.,,Reebok is a sneaker brand. They sell sneakers and other forms of athletic shoes. They are both comfortable and robust.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,5,5,5,1,1,5,5,240.0,,31.0,18.0,8.0,,,17.0,26.0,,30.0,22.0,10.0,,,17.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,44.0,,,,56.0,1.0,1.0,0.0,1,2,6,1,1,0,0,0,0,1,0,,1,1,1.0,2,1
486,2029,1,FINISHED,24.08.2022 - 16:39,24.08.2022 - 17:02,1411,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",LF3hYlBK8AW83EMYq42qtA**,204975359.0,,,34,2,49,5,3,2,4,1,1,3,3,4,2,Sketchers,New balance,,,,1,1,1,1,1,0,1,1,0,0,1,1,0,0.0,0.0,1.0,0.0,0.0,,0.0,1.0,,,0.0,1.0,0,1.0,0.0,1.0,0.0,0.0,,1.0,1.0,,,0.0,1.0,12.0,Mainly used for sports in particular advance don’t really see them on the street that much anymore,They are a comfortable reliable shoe for all ages and all abilities they may not be the stylish but they’re a brand that is well-known,They’re out of date is there mass-produced Uncomfortable,,The appear to be a low-quality shoe …,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,1,4,5,4,1,1,1,5,120.0,,0.0,54.0,0.0,,,,46.0,,0.0,74.0,0.0,,,,26.0,0.0,0.0,1.0,1.0,0.0,0.0,,,30.0,70.0,,,,,1,1,6,2,1,0,0,0,0,1,0,,1,1,1.0,2,1
487,2030,1,FINISHED,24.08.2022 - 16:40,24.08.2022 - 16:44,263,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36",LF3hYlBK8AUPNb0FiMyS0g**,228115927.0,,,32,2,21,5,4,2,3,3,5,5,5,5,1,nike,addias,,,,1,1,1,1,1,1,1,1,1,1,1,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,6.0,great bst product ever made in life. everybody owns nike. ,great company with jack harlow and people and tim stuff. ,great product lasting the time of the go. i like the wears of it. ,new addia great long lasting product. i  love to use it. ,great company that makes allot of money.  ilove to wear them  yo. ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,5,5,4,5,5,5,120.0,20.0,18.0,0.0,14.0,12.0,13.0,5.0,18.0,8.0,8.0,12.0,11.0,22.0,13.0,13.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,,100.0,,,,,,,1,2,2,3,1,0,0,0,0,1,0,,1,1,1.0,2,1
489,2033,1,FINISHED,24.08.2022 - 16:49,24.08.2022 - 16:57,439,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",LF3hYlBK8AViqncADbAFUQ**,220031447.0,,,31,2,21,5,4,1,5,4,1,2,6,6,1,Nike,Sketchers,,,,1,1,1,1,1,1,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,1.0,It is super-sports related.,It is a mediocre brand.,It is more sports-related.,The only shoes that are cool are the Chucks.,It is overrated.,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,5,5,1,1,1,5,60.0,,26.0,25.0,35.0,,,,14.0,,34.0,6.0,26.0,,,,34.0,1.0,0.0,1.0,0.0,0.0,0.0,25.0,,75.0,,,1.0,1.0,0.0,1,2,6,2,1,0,0,0,0,1,0,,1,1,1.0,2,1
490,2036,1,FINISHED,24.08.2022 - 16:53,24.08.2022 - 16:59,414,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 Edg/104.0.1293.63",LF3hYlBK8AUttdmxLxR6Cg**,204923468.0,,,35,2,29,5,5,4,3,3,4,4,2,2,1,Nike,Reebok,,,,1,1,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,,,0.0,,,,,,,,0,1.0,0.0,,,0.0,,,,,,,,1.0,,,it is a good shoe brand. ,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1,5,5,5,5,1,3,5,125.0,,19.0,33.0,16.0,32.0,,0.0,0.0,,21.0,39.0,21.0,19.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,51.0,49.0,,,,,1,1,6,3,1,0,0,0,0,0,1,,1,1,1.0,2,1
